Article_Id,Article_Title,Article_Abstract_Text,Article_Keywords,Article_Year,Article_Authors,Article_Url
"1781"," Competitiveness of the selected Southern Baltic seaports based on their logistic capabilities : the final report on the research project carried out by the Baltic centre of applied logistics Not_defined Not_defined"," "," porty morskie ; potencjal logistyczny ; konkurencyjnosć  seaports ; logistic capabilities ; competitiveness"," "," Bohdan Pac, Ryszard Miler.","Not_defined"
"1782"," Country-of-origin effect and evaluation of competence of a foreign individual : a narrative review  Conference Proceedings : International Symposium on Education, Psychology and Society ISEPST, International Conference on Business and Social Sciences ICBASS Not_defined"," ","Not_defined  country-of-origin effect ; inexpatriates ; liability-of-foreignness effect ; immigrants ; narrative review"," "," Malgorzata Rozkwitalska.","Not_defined"
"1783"," Designing aggregate KPIs as a method of implementing decision-making processes in the management of smart cities Not_defined Not_defined"," "," procesy projektowania ; proces podejmowania decyzji ; zarzadzanie inteligentnymi miastami  Smart cites ; knowledge base ; knowledge management ; fuzzy logic ; process modeling ; decision support"," "," Cezary Orlowski, Artur Ziolkowski, Aleksander Orlowski, Pawel Kaplanski, Tomasz Sitek, Witold Pokrzywicki.","Not_defined"
"1784"," Determinants of choice of the Polish manufacturer in the light of the foreign partners' assessment  Risks and opportunities : in search of equilibrium / ed. Piotr Bula Not_defined"," "," determinanty ; polski wytworca ; ocena ; partner zagraniczny  determinants ; Polish manufacturer ; assessment ; foreign partners"," "," Bogdan Nogalski, Przemyslaw Niewiadomski, Agnieszka Szpitter."," https://www.researchgate.net/profile/Janusz_Teczke/publication/307963972_Risks_and_Opportunities_-_in_Search_of_Equilibrium/links/57e3a8f208ae84740167d82e.pdf?origin=publication_list"
"2744"," Advances in human factors, business management, training and education : Proceedings of the AHFE 2016 International Conference on Human Factors, Business Management and Society, July 27-31, 2016, Walt Disney World, Florida, USA Not_defined Not_defined"," "," imigracja ; bezpieczenstwo ; administracja  imigration ; security ; government"," "," Jussi Ilari Kantola, Tibor Barath, Salman Nazir, Terence Andre.","Not_defined"
"2745"," Air combat during Arab-Israeli wars Not_defined Not_defined"," "," Izrael ; Syria ; Egipt ; wojny izraelsko-arabskie  Israel ; Syria ; Egypt ; Israeli-Arab wars"," "," Jakub Leszek Marszalkiewicz.","Not_defined"
"2746"," Bariery umiedzynaradawiania dzialalnosci zaopatrzeniowej w opinii polskich wytworcow - rekomendacje w kierunku elastycznej organizacji  Wyzwania wspolczesnego zarzadzania strategicznego / red. nauk. Agnieszka Sopinska, Piotr Wachowiak Not_defined"," "," wspolpraca miedzynarodowa ; umiedzynarodowienie zaopatrzenia ; dostawcy ; elastycznosć zrodel zakupu  international cooperation ; internationalization of procurement ; suppliers ; flexibility of purchasing sources"," "," Bogdan Nogalski, Przemyslaw Niewiadomski, Agnieszka Szpitter.","Not_defined"
"2747"," Cognition of the multicultural work environment in multinational corporations and intercultural interaction outcomes  Intercultural interactions in the multicultural workplace : traditional and positive organizational scholarship / ed. Malgorzata Rozkwitalska, Lukasz Sulkowski, Slawomir Magala Not_defined"," "," ocena poznawcza ; interakcje miedzykulturowe ; satysfakcja z pracy ; uczenie sie ; wielokulturowe srodowisko pracy ; prosperowanie ; transakcyjna teoria stresu  ocena poznawcza ; cognitive appraisal ; intercultural interactions ; job satisfaction ; learning ; multicultural work environment ; thriving ; transactional theory of stress"," "," Malgorzata Rozkwitalska.","Not_defined"
"2748"," Contemporary labour and human resources management as seen by the production sector and the judiciary employees  Advances in human factors, business management, training and education : Proceedings of the AHFE 2016 International Conference on Human Factors, Business Management and Society, July 27-31, 2016, Walt Disney World, Florida, USA / ed. Jussi Ilari Kantola, Tibor Barath, Salman Nazir, Terence Andre Not_defined"," ","Not_defined  work design ; work management ; human resources management practices ; human resources management"," "," Janusz Rymaniak.","Not_defined"
"2749","  : Imigrants - a threat or an opportunity for Poland?  Administracja publiczna : bezpieczenstwo panstwa w kontekscie bezpieczenstwa miedzynarodowego / red. nauk. Danuta Plecka, Patrycja Rutkowska Not_defined"," "," imigracja ; bezpieczenstwo ; administracja  imigration ; security ; government"," "," Grzegorz Wojciech Pietrek.","Not_defined"
"2750"," Intercultural interactions in traditional and positive perspectives  Intercultural interactions in the multicultural workplace : traditional and positive organizational scholarship / ed. Malgorzata Rozkwitalska, Lukasz Sulkowski, Slawomir Magala Not_defined"," "," teoria kontaktu miedzygrupowego ; Positive Organizational Scholarship ; hipoteza atrakcyjnosci podobienstw ; teoria spolecznej dominacji ; teoria tozsamosci spolecznej ; teoria spolecznego poznania ; teoria spolecznego uczenia sie ; model wymagania-zasoby ; prosperowanie ; transakcyjna teoria stresu  information-processing theory ; intergroup contact theory ; positive cross-cultural scholarship ; positive intercultural interactions ; positive organizational scholarship ; similarity attractions theory ; social dominance theory ; social identity theory ; social cognitive theory ; social learning theory ; job demands-resources model ; thriving ; transactional theory of stress"," "," Malgorzata Rozkwitalska.","Not_defined"
"2751"," Job satisfaction and subjective well-being in the multicultural workplace  Intercultural interactions in the multicultural workplace : traditional and positive organizational scholarship / ed. Malgorzata Rozkwitalska, Lukasz Sulkowski, Slawomir Magala Not_defined"," "," balans emocjonalny ; interakcje miedzykulturowe ; satysfakcja z pracy ; korporacje wielonarodowe ; subiektywny dobrostan ; prosperowanie  emotional balance ; intercultural interactions ; job satisfaction ; multinational corporations ; subjective well-being ; thriving"," "," Malgorzata Rozkwitalska.","Not_defined"
"2752"," Laudacja  Ksiega Jubileuszowa dla Profesor Marii Romanowskiej / red. nauk. Zbigniew Dworzecki, Grazyna Lesniak-Lebkowska Not_defined"," "," laudacja ; Maria Hanna Romanowska (1947-)  laudation ; Maria Hanna Romanowska (1947-)"," "," Bogdan Nogalski.","Not_defined"
"2753"," Masowy naplyw uchodzcow jako nowy rodzaj zagrozenia  Zarzadzanie kryzysowe : problemy, wyzwania, kierunki doskonalenia / red. nauk. Irmina Denysiuk, Zenon Sobejko Not_defined"," "," imigracja ; bezpieczenstwo ; administracja  imigration ; security ; government"," "," Grzegorz Wojciech Pietrek.","Not_defined"
"2754"," Attempt toassess relatioship that make the implementation of processes flexible Not_defined Not_defined"," "," relacje ; teoria okazji ; elastycznosć implementacyjna ; ocena relacji  relationsship ; implementation flexibility ; oppartunity theory ; relatioship assessment"," "," Bogdan Nogalski, Przemyslaw Niewiadomski.","Not_defined"
"2755"," Przywodztwo a sieci spoleczne w organizacjach  Liderzy o liderowaniu w XXI wieku : refleksje przedstawicieli nauk o zarzadzaniu i praktykow / red. nauk. Ewa Bojar Not_defined"," "," nauki o zarzadzaniu ; lider ; XXI w.  management science ; leader ; XXI century"," "," Bogdan Nogalski.","Not_defined"
"2756"," Quantitative assessment of the it agile transformation Not_defined Not_defined"," ","Not_defined  IT organisation ; Agile transformation ; agile project management ; scrum ; maturity capsule"," "," Cezary Orlowski, Artur Ziolkowski, Grzegorz Paciorkiewicz."," http://mper.org/mper/images/archiwum/2017/nr1/3-orlowski.pdf"
"2757"," Sources of strategic information in farm management in Poland. Study results Not_defined Not_defined"," "," zarzadzanie strategiczne ; informacja ; informacja dla potrzeb zarzadzania ; zarzadzanie gospodarstwem rolnym  strategic management ; information ; information for managemend needs ; arable farm management"," "," Jacek Jaworski, Katarzyna Sokolowska, Tomasz Kondraszuk."," http://mbace.eu/resources/html/article/details?id=143904"
"2758"," The general government debt and budget deficits in the Visegrad Group countries  International Day of Science 2017 - economics, management, innovation : proceedings of the International Scientific Conference / ed. Jarmila Zimmermannová Not_defined"," "," dlug publiczny ; grupa Wyszehradzka ; deficyt budzetowy  general government debt ; Visegrad group ; budget deficits"," "," Grzegorz Gorniewicz.","Not_defined"
"2759"," 9th Annual Conference of the EuroMed Academy of Business : conference readings book proceedings. Innovation, Entrepreneurship and Digital Ecosystems / ed. by Demetris Vrontis, Yaakov Weber, Evangelos Tsoukatos Not_defined Not_defined"," ","Not_defined Not_defined"," "," Demetris Vrontis, Yaakov Weber, Evangelos Tsoukatos.","Not_defined"
"2760"," A case study on the potential benefits of consolidation within transport, logistics, and freight forwarding clusters in the Pomeranian Region Not_defined Not_defined"," "," przewozy ; spedycja ; klastry  transportation ; freight forwarding ; clusters"," "," Jagienka Jowanka Rzesny-Cieplinska."," http://www.mediacritiques.net/index.php/jmc/article/view/80/60.pdf"
"2761"," A distant mirror: Poland between the Visegrad Group and the eastern alliance Not_defined Not_defined"," ","Not_defined  Visegrad group ; Eastern Partnership ; Eastern alliance ; Jagiellonian group ; Central-Eastern Europe ; nationalist disintegration"," "," Andrzej Piskozub, Artur Roland Kozlowski."," http://www.politickevedy.fpvmv.umb.sk/archiv-vydani/2016/2-2016/"
"2762"," Preparing the government in new hazards with the massive influx foreigners  Megatrendy wspolczesnych zagrozen bezpieczenstwa / red. nauk. Jozef Zawadzki, Grzegorz Pietrek Not_defined"," "," zarzadzanie kryzysowe ; administracja  crisis management ; government"," "," Grzegorz Wojciech Pietrek.","Not_defined"
"2763"," Advances in ergonomics of manufacturing : managing the enterprise of the future. Proceedings of the AHFE 2016 International Conference on Human Aspects of Advanced Manufacturing, July 27-31, 2016, Walt Disney World, Florida, USA / ed. Christopher Marc Schlick, Stefan Trzcielinski Not_defined Not_defined"," ","Not_defined Not_defined"," "," Christopher Marc Schlick, Stefan Trzcielinski.","Not_defined"
"2764"," Aktualne problemy pedagogiczne : konspekty i wyzwania Not_defined Not_defined"," "," problemy wychowawcze ; proces ksztalcenia ; diagnostyka edukacyjna  education problems ; learning ; educational diagnostics"," "," Daria Becker-Pestka, Elzbieta Kowalik.","Not_defined"
"2765"," Aktywowanie dzieciecej tworczosci artystycznej w edukacji spoleczno-przyrodniczej  Diagnozowanie tworczosci uczniow i nauczycieli / pod red. Boleslawa Niemierki i Marii Krystyny Szmigel Not_defined"," "," tworczosć dziecieca ; edukacja wczesnoszkolna ; potencjal tworczy dziecka Not_defined"," "," Elzbieta Kowalik.","Not_defined"
"2766"," The algorithm of the multimodal international transportation and its safety Not_defined Not_defined"," ","Not_defined Not_defined"," "," Andrzej Zygmunt Kuriata.","Not_defined"
"2767"," Alcoholism, domestic violence, unemployment, the problems of modern families pose a threat to its functioning  Spoleczenstwo polskie w drugiej dekadzie XXI wieku : wymiary, problemy, idee / red. nauk. Malgorzata Such-Pyrgiel, Kateryna Novikova Not_defined"," "," alkoholizm ; rodzina ; zagrozenia ; przemoc  alcoholism ; family ; dangers ; violence"," "," Daria Becker-Pestka."," http://wsge.edu.pl/index.php/nauka-i-rozwoj/wydawnictwo-wsge/publikacje-2016/959-spoleczenstwo-polskie-w-drugiej-dekadzie-xxi-wieku-wymiary-problemy-idee"
"2768"," Analiza wskaznikowa jako narzedzie oceny kondycji finansowej i zarzadzania finansami w gminie  Samorzad gminny w Polsce : czynniki determinujace rozwoj lokalny : wybrane problemy / red. nauk. Marek Cisek, Andrzej Jozef Kozlowski Not_defined"," "," analiza wskaznikowa ; zarzadzanie finansami ; gmina  ratio analysis ; finance management ; community"," "," Bogdan Nogalski, Anna Swirska.","Not_defined"
"2769"," Badania i rozwoj naukowcow w Polsce / red. nauk. Marcin Olkiewicz, Magdalena Drewniak, Dorota Bartochowska Not_defined Not_defined"," ","Not_defined Not_defined"," "," Marcin Olkiewicz, Magdalena Drewniak, Dorota Bartochowska.","Not_defined"
"2770"," The research on Gdansk and Gdynia seaports' container terminals competition based on their logistics capabilities Not_defined Not_defined"," "," morski terminal kontenerowy ; potencjal logistyczny ; konkurencyjnosć  sea container terminal ; potential of logistics ; competitiveness"," "," Ryszard Miler, Bohdan Pac, Marek Gogolkiewicz.","Not_defined"
"2771"," Bariery i korzysci w wielokulturowym srodowisku pracy  Wspolpraca zawodowa w srodowisku wielokulturowym / red. nauk. Malgorzata Rozkwitalska, Lukasz Sulkowski Not_defined"," "," bariery kulturowe ; hipoteza atrakcyjnosci podobienstw ; hipoteza kontaktu miedzygrupowego ; model wymagania w pracy-zasoby ; poznawcza teoria stresu ; pozytywy interakcji miedzykulturowych ; prosperowanie ; teoria przetwarzania informacji ; teoria spolecznego uczenia sie ; teoria spolecznej dominacji ; teoria tozsamosci i kategoryzacji spolecznej  cultural barriers ; similarity-attractions paradigm ; intergroup contract hypothesis ; job demands-resources model ; theory of stress appraisal ; positives of intercultural interactions ; thriving ; information-processing theory ; social dominance theory ; social identity and categorization theory"," "," Malgorzata Rozkwitalska.","Not_defined"
"2772"," Belarusian prospects of euro-integration Not_defined Not_defined"," "," Bialorus ; geopolityka ; przestrzen cywilizacyjna ; partnerstwo wschodnie ; stosunki miedzynarodowe  Belarus ; geopolitics ; civilizational space ; Eastern Partnership ; international relations"," "," Artur Roland Kozlowski.","Not_defined"
"2773"," Bezpieczenstwo - wielorakie perspektywy, t. 2 : racjonalnosć a bezpieczenstwo organizacji Not_defined Not_defined"," ","Not_defined Not_defined"," "," Malgorzata Kuć, Andrzej Zduniak.","Not_defined"
"2774"," Bezpieczenstwo ekologiczne Morza Baltyckiego w kontekscie zagrozen zatopiona amunicja chemiczna  Problemy bezpieczenstwa personalnego w epoce ponowoczesnosci / red. nauk. Marek Stefanski, Ewa Piotrow, Arkadiusz Gliszczynski Not_defined"," "," Morze Baltyckie ; bron ekonomiczna ; zagrozenia Not_defined"," "," Tadeusz Kasperek.","Not_defined"
"2775"," Bezpieczenstwo ekonomiczne - casus panstw regionu Morza Baltyckiego w latach 2005-2015 Not_defined Not_defined"," ","Not_defined Not_defined"," "," Jozef Zawadzki.","Not_defined"
"2776"," Bezpieczenstwo i wyzwania wspolczesnych organizacji w obliczu gospodarki XXI wieku Not_defined Not_defined"," ","Not_defined Not_defined"," "," Janusz Torunski, Marcin Chrzascik.","Not_defined"
"2777"," Bezpieczenstwo prawne uczestnikow egzekucji administracyjnej zobowiazan podatkowych  Wspolczesne wyzwania nauk spolecznych i ekonomicznych / pod red. Justyny Zylinskiej, Iwony Przychockiej, Moniki Filipowskiej-Tuthill Not_defined"," "," bezpieczenstwo prawne podatnikow  legal security of taxpayers"," "," Anna Elzbieta Dalkowska.","Not_defined"
"2778"," Bezpieczenstwo spoleczne jako wyzwanie XXI wieku  Megatrendy wspolczesnych zagrozen bezpieczenstwa / red. nauk. Jozef Zawadzki, Grzegorz Pietrek Not_defined"," "," spoleczenstwo ; bezpieczenstwo ; panstwo  social ; security ; country"," "," Marek Kazimierz Stefanski.","Not_defined"
"2779"," Bron chemiczna wczoraj i dzis  Wspolczesne srodowisko bezpieczenstwa; [t.] 1 / red. nauk. Krzysztof Rokicinski, Stanislaw Mikolajczak, Oksana Oszowska Not_defined"," "," bron masowego razenia ; bron chemiczna ; terroryzm  chemical weapons ; the use of chemical weapons ; terrorism ; international agreements"," "," Tadeusz Kasperek.","Not_defined"
"2780"," Bulding project and project team characteristic for creating hybrid management process  Software engineering : improving practice through research / sci. ed. Bogumila Hnatkowska, Michal Smialek Not_defined"," "," zarzadzanie projektami informatycznymi ; standardy i metodyki ; podejscie kaskadowe ; podejscie zwinne ; zlozonosć projektu ; zespol projektowy  IT project management ; standards ; methodologies ; waterfall approach ; Agile ; project complexity ; team complexity"," "," Cezary Orlowski, Tomasz Deregowski, Milosz Kurzawski, Artur Ziolkowski, Bartosz Chrabski.","Not_defined"
"2781"," Competitiveness of the selected Southern Baltic seaports based on their logistic capabilities : the final report on the research project carried out by the Baltic centre of applied logistics Not_defined Not_defined"," "," porty morskie ; potencjal logistyczny ; konkurencyjnosć  seaports ; logistic capabilities ; competitiveness"," "," Bohdan Pac, Ryszard Miler.","Not_defined"
"2782"," Country-of-origin effect and evaluation of competence of a foreign individual : a narrative review  Conference Proceedings : International Symposium on Education, Psychology and Society ISEPST, International Conference on Business and Social Sciences ICBASS Not_defined"," ","Not_defined  country-of-origin effect ; inexpatriates ; liability-of-foreignness effect ; immigrants ; narrative review"," "," Malgorzata Rozkwitalska.","Not_defined"
"2783"," Designing aggregate KPIs as a method of implementing decision-making processes in the management of smart cities Not_defined Not_defined"," "," procesy projektowania ; proces podejmowania decyzji ; zarzadzanie inteligentnymi miastami  Smart cites ; knowledge base ; knowledge management ; fuzzy logic ; process modeling ; decision support"," "," Cezary Orlowski, Artur Ziolkowski, Aleksander Orlowski, Pawel Kaplanski, Tomasz Sitek, Witold Pokrzywicki.","Not_defined"
"2784"," Determinants of choice of the Polish manufacturer in the light of the foreign partners' assessment  Risks and opportunities : in search of equilibrium / ed. Piotr Bula Not_defined"," "," determinanty ; polski wytworca ; ocena ; partner zagraniczny  determinants ; Polish manufacturer ; assessment ; foreign partners"," "," Bogdan Nogalski, Przemyslaw Niewiadomski, Agnieszka Szpitter."," https://www.researchgate.net/profile/Janusz_Teczke/publication/307963972_Risks_and_Opportunities_-_in_Search_of_Equilibrium/links/57e3a8f208ae84740167d82e.pdf?origin=publication_list"
"2785"," Determinants of the implementation of urban logistics solutions - practical approach Not_defined Not_defined"," "," logistyka miejska ; obszary miejskie ; polityka dotyczaca obszarow miejskich  urban logistics ; city areas ; city areas policy"," "," Jagienka Jowanka Rzesny-Cieplinska."," https://tbr.wsb.torun.pl/index.php/journal/article/view/42/53.pdf"
"2786"," Educational diagnostics for early childhood education  Aktualne problemy pedagogiczne : konspekty i wyzwania / red. nauk. Daria Becker-Pestka, Elzbieta Kowalik Not_defined"," "," diagnostyka edukacyjna  diagnostics of education"," "," Elzbieta Kowalik.","Not_defined"
"2787"," Marketing diagnostics as an element of entrepreneurship education within economic fields of studies in higher education  Wspolczesne dylematy badan nad przedsiebiorczoscia / pod red. nauk. Malgorzaty Kosaly, Marii Urbaniec, Agnieszki Zur Not_defined"," "," diagnostyka marketingowa ; audyt ; przedsiebiorczosć ; informacje  diagnostics marketing ; auditing ; entrepreneurship ; information"," "," Janusz Dworak."," https://pm.uek.krakow.pl/issue/view/116"
"2788"," Dimension of the country of origin effect in the perception of medical services in eu countries - an international comparison  Proceedings of the 23rd International Academic Conference / ed. Jiri Rotschedl, Klara Cermakova Not_defined"," "," efekt kraju pochodzenia ; wymiary efektu kraju pochodzenia ; uslugi medyczne ; turystyka medyczna ; marketing uslug  country of origin effect (COO) ; the dimensions of the COO effect ; medical services ; medical tourism ; services marketing"," "," Ewa Magier-Lakomy, Monika Boguszewicz-Kreft, Brigita Janiunaite."," http://www.iises.net/proceedings/23rd-international-academic-conference-venice/table-of-content/detail?article=dimension-of-the-country-of-origin-effect-in-the-perception-of-medical-services-in-eu-countries-an-internatio"
"2789"," Dimensions of the COO effect referring to services and products : Polish-Lithuanian comparisons  Proceedings of the 3rd Business & Management Conference / ed. Klara Cermakova, Jiri Rotschedl Not_defined"," "," efekt kraju pochodzenia ; wymiary efektu kraju pochodzenia ; zachowania konsumenckie ; marketing uslug  country of origin effect (COO) ; the dimensions of the COO effect ; consumers' behaviour ; services marketing"," "," Monika Boguszewicz-Kreft, Ewa Magier-Lakomy, Katarzyna Sokolowska, Brigita Janiunaite."," http://www.iises.net/proceedings/3rd-business-management-conference-lisbon/table-of-content/detail?article=the-country-of-origin-effect-in-the-selected-services-an-international-comparison"
"2790"," Doskonalenie funkcjonowania lancucha logistycznego na bazie strategicznej karty wynikow  Innowacje w zarzadzaniu i inzynierii produkcji, t. 1 / pod red. Ryszarda Knosali Not_defined"," "," lancuch logistyczny ; doskonalenie procesu ; strategiczna karta wynikow Not_defined"," "," Andrzej Tubielewicz, Katarzyna Tubielewicz."," http://www.ptzp.org.pl/files/konferencje/kzz/artyk_pdf_2016/T1/t1_1045.pdf"
"2791"," Investment decisions in the road infrastructure - some problems Not_defined Not_defined"," "," inwestycje drogowe ; infrastruktura ; fundusze europejskie Not_defined"," "," Krystyna Maria Dziworska, Anna Maria Gorczynska.","Not_defined"
"2792"," Anticipative actions of Polish manufacturers of agricultural machinery parts : attempt to assess the direction of changes  Procesy restrukturyzacji wobec wspolczesnych przemian gospodarczych / Uniwersytet Ekonomiczny w Krakowie. Katedra Ekonomiki i Organizacji Przedsiebiorstw, Fundacja Uniwersytetu Ekonomicznego w Krakowie ; oprac. i red. nauk. Andrzej Jaki, Malgorzata Kowalik Not_defined"," "," antycypacja ; polski wytworca ; zmiany  anticipative ; Polish manufacturer ; changes"," "," Bogdan Nogalski, Przemyslaw Niewiadomski.","Not_defined"
"2793"," E-learning w edukacji humanistycznej Not_defined Not_defined"," "," humanistyka ; e-learning ; blended learning ; edukacja ; nowoczesne technologie  humanities ; e-learning ; blended learning ; education ; new technologies"," "," Laura Miroslawa Szczepaniak-Sobczyk.","Not_defined"
"2794"," Edukacyjne aspekty opowiadania cyfrowych historii w przestrzeni miejskiej  Aktualne problemy pedagogiczne : konspekty i wyzwania / red. nauk. Daria Becker-Pestka, Elzbieta Kowalik Not_defined"," "," e-learning ; digital storytelling ; edukacja ; nowoczesne technologie  e-learning ; mobile learning ; digital storytelling ; education ; new technologies"," "," Laura Miroslawa Szczepaniak-Sobczyk.","Not_defined"
"2795"," Country-of-origin effect and evaluation of a foreigner's professional competence : a narrative review Not_defined Not_defined"," "," kompetencje ; efekt kraju pochodzenia ; obcokrajowcy ; migranci ; przeglad narracyjny ; roznorodnosć powierzchniowa  competence ; country-of-origin effect ; foreigners ; migrants ; narrative review ; surface-level diversity"," "," Malgorzata Rozkwitalska."," http://piz.san.edu.pl/docs/e-XVII-2-3.pdf"
"2796"," Efektywnosć dzialan sluzb ratowniczych podczas powodzi 2010 roku oraz postulowane kierunki dzialan wplywajace na ich skutecznosć  Bezpieczenstwo - wielorakie perspektywy : racjonalnosć a bezpieczenstwo organizacji, t. 2 / red. nauk. Malgorzata Kuć, Andrzej Zduniak Not_defined"," "," powodz ; zarzadzanie kryzysowe ; administracja  flood ; crisis management ; government"," "," Grzegorz Wojciech Pietrek.","Not_defined"
"2797"," The egzogenic factors of the air transport development in the XXI century Not_defined Not_defined"," "," transport lotniczy ; rozwoj ; czynniki egzogeniczne  air transport ; development ; contextual environment (egzogenic factors)"," "," Andrzej Tadeusz Rucinski, Konrad Madej."," http://ekonom.ug.edu.pl/web/znetl/index.html?lang=pl&ao=numery_archiwalne"
"2798"," Ekonomiczno-spoleczne i organizacyjno-techniczne determinanty rozwoju lokalnego / [red. nauk. Katarzyna Lis, Ewa Milewska, Jerzy Olszewski, Janusz Rymaniak] Not_defined Not_defined"," ","Not_defined Not_defined"," "," Katarzyna Lis, Ewa Milewska, Jerzy Olszewski, Janusz Rymaniak.","Not_defined"
"2799"," Ekstrakcja linii graficznej jako istotny element badan w ekspertyzie pismoznawczej = Graphic linie extraction as an important element of handwriting analysis Not_defined Not_defined"," "," EDYTOR ; maskowanie tla ; transformacja  EDYTOR ; background masking ; transformation"," "," Mieczyslaw Goc, Krystyn Luszczuk, Andrzej Luszczuk.","Not_defined"
"2800"," Nuclear power plant Zarnowiec - past and present  Megatrendy wspolczesnych zagrozen bezpieczenstwa / red. nauk. Jozef Zawadzki, Grzegorz Pietrek Not_defined"," "," elektrownia jadrowa ; Zarnowiec ; jonizacja  nuclear power plant ; Zarnowiec ; ionization"," "," Tadeusz Kasperek.","Not_defined"
"2801"," Evolution of security in the European Union  Bezpieczenstwo panstw Europy Srodkowo-Wschodniej w kontekscie konfliktu na Ukrainie / red. nauk. Tomasz Paczek Not_defined"," "," bezpieczenstwo ; policja ; Unia Europejska  safety ; Police ; European Union"," "," Marek Kazimierz Stefanski.","Not_defined"
"2802"," Ewolucja sluzby dzielnicowego  W cieniu sluzb : ze studiow nad bezpieczenstwem panstwa / red. nauk. Piotr Kolakowski, Boleslaw Sprengel, Marek Stefanski, Jozef Zawadzki Not_defined"," "," bezpieczenstwo ; policja ; spoleczenstwo lokalne  safety ; Police ; community local"," "," Marek Kazimierz Stefanski.","Not_defined"
"2803"," Analiza finansowa jako instrument zarzadzania ryzykiem w MSP Not_defined Not_defined"," "," analiza finansowa ; zarzadzanie ryzykiem  financial analysis ; risk management"," "," Peter Kri&#0353;tofik.","Not_defined"
"2804"," Financing of tourism activities on environmentally valuable areas in the region of Warmia and Mazury Not_defined Not_defined"," "," turystyka ; glowne zrodla finansowania ; region Warmii i Mazur  tourism ; finance ; capital source ; Warmia and Mazury region"," "," Marianna Debniewska, Karol Wojtowicz."," http://ekonomiaisrodowisko.pl/uploads/ekonomiaisrodowisko56.pdf"
"2805"," The financing of innovation in large companies Not_defined Not_defined"," "," teoria finansowania innowacji ; finansowanie przez banki ; srodowisko prawne i instytucjonalne  theory of financing innovation ; financing by banks ; legal and institutional environment"," "," Marian Szczepan Turek.","Not_defined"
"2806"," Physical characteristics of work in the perspective of employees and employers Not_defined Not_defined"," "," projektowanie pracy ; fizyczne cechy pracy  work design ; physical job characteristics"," "," Katarzyna Lis, Janusz Rymaniak.","Not_defined"
"2807"," Forms and scope of information provided to employees in Polish companies Not_defined Not_defined"," "," komunikacja ; partycypacja pracownicza ; nadzor korporacyjny ; przekazywanie informacji  communication ; workers participation ; corporate governance ; transfer of information"," "," Stanislaw Rudolf.","Not_defined"
"2808"," Funkcjonowanie krajowego systemu wykrywania skazen i alarmowania w swietle aktualnych zagrozen skazeniami Not_defined Not_defined"," ","Not_defined Not_defined"," "," Boguslaw Kot, Jacek Baranski.","Not_defined"
"2809"," General government debt in European Union Countries  International Relations 2016: Current issues of world economy and politics Not_defined"," "," dlug publiczny ; kryzys ekonomiczny ; Unia Europejska ; grupa PIIGS  general government debt ; world economic crisis ; European Union ; PIIGS group"," "," Grzegorz Gorniewicz."," https://fmv.euba.sk/www_write/files/dokumenty/veda-vyskum/konferencie/zborniky/Medzinarodne_vztahy_2016._Aktualne_otazky_svetovej_ekonomiky_a_politiky_final_version.pdf"
"2810"," Globalization and its socio-economic consequences, part I : 16th International Scientific Conference. Proceedings Not_defined Not_defined"," ","Not_defined Not_defined"," "," Tomas Kliestik.","Not_defined"
"2811"," Gospodarowanie majatkiem komunalnym : zasady, metody, strategie Not_defined Not_defined"," "," samorzad terytorialny ; mienie komunalne ; gospodarowanie ; strategie  local government ; public property ; strategy"," "," Magdalena Lyszkiewicz.","Not_defined"
"2812"," High-level model for the design of KPIs for smart cities systems Not_defined Not_defined"," "," kluczowe wskazniki wydajnosci ; inteligentne miasta ; projektowanie systemow informatycznych  Smart cites ; knowledge base ; knowledge management ; fuzzy logic ; process modeling ; decision support"," "," Cezary Orlowski, Artur Ziolkowski, Aleksander Orlowski, Pawel Kaplanski, Tomasz Sitek, Witold Pokrzywicki.","Not_defined"
"2813"," Horyzonty wspolczesnego zarzadzania : ksiega z okazji jubileuszu 70-lecia profesora Jerzego Bogdanienki Not_defined Not_defined"," ","Not_defined Not_defined"," "," Marcin Zemigala.","Not_defined"
"2814"," How to create innovative team in small organization - integrated solutions on the example of microenterprises in Poland Not_defined Not_defined"," ","Not_defined  team building ; innovation ; microenterprise ; employees ; communication"," "," Monika Zajkowska."," https://frcatel.fri.uniza.sk/hrme/files/2016/2016_2_09.pdf"
"2815"," FMEA Method Implementation in a Flexible Manufacturing Plant Not_defined Not_defined"," "," metoda FMEA ; analiza wyrobu ; wady produktu ; czynnik krytycznosci  FMEA method ; product analysis ; product defects ; criticality factor"," "," Bogdan Nogalski, Przemyslaw Niewiadomski.","Not_defined"
"2816"," Kompetencje implementacyjne jako atrybut pracownikow wykonawczych elastycznej organizacji : proba ich oceny wsrod wytworcow sektora maszyn rolniczych Not_defined Not_defined"," "," kompetencje implementacyjne ; elastycznosć ; luka kompetencyjna ; doskonalenie  implementation competences ; flexibility ; competence gap ; improvement"," "," Bogdan Nogalski, Przemyslaw Niewiadomski."," https://www.degruyter.com/downloadpdf/j/manment.2016.20.issue-2/manment-2015-0051/manment-2015-0051.xml"
